timestamp,power,cadence
2026-04-22 07:58:25,92,75
2026-04-22 07:58:26,95,73
2026-04-22 07:58:27,99,74
2026-04-22 07:58:28,95,74
2026-04-22 07:58:29,95,73
2026-04-22 07:58:30,96,73
2026-04-22 07:58:31,93,73
2026-04-22 07:58:32,96,73
2026-04-22 07:58:33,97,73
2026-04-22 07:58:34,91,74
2026-04-22 07:58:35,86,72
2026-04-22 07:58:36,89,71
2026-04-22 07:58:37,94,72
2026-04-22 07:58:38,94,73
2026-04-22 07:58:39,93,73
2026-04-22 07:58:40,90,72
2026-04-22 07:58:41,89,72
2026-04-22 07:58:42,91,73
2026-04-22 07:58:43,93,73
2026-04-22 07:58:44,96,73
2026-04-22 07:58:45,92,74
2026-04-22 07:58:46,85,74
2026-04-22 07:58:47,91,73
2026-04-22 07:58:48,98,73
2026-04-22 07:58:49,98,73
2026-04-22 07:58:50,95,73
2026-04-22 07:58:51,90,74
2026-04-22 07:58:52,91,73
2026-04-22 07:58:53,94,72
2026-04-22 07:58:54,115,70
2026-04-22 07:58:55,151,69
2026-04-22 07:58:56,164,73
2026-04-22 07:58:57,165,73
2026-04-22 07:58:58,162,74
2026-04-22 07:58:59,152,75
2026-04-22 07:59:00,151,73
2026-04-22 07:59:01,149,72
2026-04-22 07:59:02,130,73
2026-04-22 07:59:03,120,73
2026-04-22 07:59:04,120,71
2026-04-22 07:59:05,115,70
2026-04-22 07:59:06,115,70
2026-04-22 07:59:07,116,71
2026-04-22 07:59:08,121,70
2026-04-22 07:59:09,115,70
2026-04-22 07:59:10,107,71
2026-04-22 07:59:11,114,69
2026-04-22 07:59:12,112,69
2026-04-22 07:59:13,104,68
2026-04-22 07:59:14,110,68
2026-04-22 07:59:15,111,68
2026-04-22 07:59:16,108,69
2026-04-22 07:59:17,111,68
2026-04-22 07:59:18,124,69
2026-04-22 07:59:19,126,72
2026-04-22 07:59:20,122,72
2026-04-22 07:59:21,120,73
2026-04-22 07:59:22,120,73
2026-04-22 07:59:23,123,72
2026-04-22 07:59:24,120,73
2026-04-22 07:59:25,119,73
2026-04-22 07:59:26,115,73
2026-04-22 07:59:27,119,72
2026-04-22 07:59:28,118,71
2026-04-22 07:59:29,114,71
2026-04-22 07:59:30,120,72
2026-04-22 07:59:31,124,72
2026-04-22 07:59:32,120,72
2026-04-22 07:59:33,113,72
2026-04-22 07:59:34,113,71
2026-04-22 07:59:35,114,69
2026-04-22 07:59:36,114,69
2026-04-22 07:59:37,117,71
2026-04-22 07:59:38,119,71
2026-04-22 07:59:39,117,71
2026-04-22 07:59:40,117,71
2026-04-22 07:59:41,123,72
2026-04-22 07:59:42,127,73
2026-04-22 07:59:43,125,74
2026-04-22 07:59:44,119,75
2026-04-22 07:59:45,120,73
2026-04-22 07:59:46,125,73
2026-04-22 07:59:47,121,73
2026-04-22 07:59:48,119,73
2026-04-22 07:59:49,123,72
2026-04-22 07:59:50,122,72
2026-04-22 07:59:51,118,72
2026-04-22 07:59:52,115,72
2026-04-22 07:59:53,114,71
2026-04-22 07:59:54,116,71
2026-04-22 07:59:55,117,71
2026-04-22 07:59:56,115,71
2026-04-22 07:59:57,117,71
2026-04-22 07:59:58,120,71
2026-04-22 07:59:59,126,72
2026-04-22 08:00:00,131,74
2026-04-22 08:00:01,123,75
2026-04-22 08:00:02,122,74
2026-04-22 08:00:03,129,74
2026-04-22 08:00:04,123,73
2026-04-22 08:00:05,112,74
2026-04-22 08:00:06,117,72
2026-04-22 08:00:07,124,72
2026-04-22 08:00:08,119,72
2026-04-22 08:00:09,116,72
2026-04-22 08:00:10,113,71
2026-04-22 08:00:11,114,71
2026-04-22 08:00:12,118,70
2026-04-22 08:00:13,119,72
2026-04-22 08:00:14,115,71
2026-04-22 08:00:15,113,70
2026-04-22 08:00:16,114,70
2026-04-22 08:00:17,111,70
2026-04-22 08:00:18,111,69
2026-04-22 08:00:19,113,70
2026-04-22 08:00:20,114,70
2026-04-22 08:00:21,113,70
2026-04-22 08:00:22,112,72
2026-04-22 08:00:23,110,72
2026-04-22 08:00:24,110,71
2026-04-22 08:00:25,117,70
2026-04-22 08:00:26,119,71
2026-04-22 08:00:27,120,71
2026-04-22 08:00:28,120,71
2026-04-22 08:00:29,115,72
2026-04-22 08:00:30,117,71
2026-04-22 08:00:31,121,71
2026-04-22 08:00:32,121,73
2026-04-22 08:00:33,121,73
2026-04-22 08:00:34,123,73
2026-04-22 08:00:35,122,73
2026-04-22 08:00:36,119,73
2026-04-22 08:00:37,120,72
2026-04-22 08:00:38,118,73
2026-04-22 08:00:39,118,73
2026-04-22 08:00:40,131,72
2026-04-22 08:00:41,147,71
2026-04-22 08:00:42,165,69
2026-04-22 08:00:43,185,69
2026-04-22 08:00:44,189,69
2026-04-22 08:00:45,183,71
2026-04-22 08:00:46,181,70
2026-04-22 08:00:47,180,70
2026-04-22 08:00:48,183,70
2026-04-22 08:00:49,186,70
2026-04-22 08:00:50,183,71
2026-04-22 08:00:51,180,72
2026-04-22 08:00:52,178,72
2026-04-22 08:00:53,168,74
2026-04-22 08:00:54,157,74
2026-04-22 08:00:55,147,74
2026-04-22 08:00:56,137,74
2026-04-22 08:00:57,137,73
2026-04-22 08:00:58,144,72
2026-04-22 08:00:59,152,73
2026-04-22 08:01:00,150,74
2026-04-22 08:01:01,143,75
2026-04-22 08:01:02,141,74
2026-04-22 08:01:03,137,73
2026-04-22 08:01:04,128,72
2026-04-22 08:01:05,125,70
2026-04-22 08:01:06,125,68
2026-04-22 08:01:07,136,68
2026-04-22 08:01:08,150,68
2026-04-22 08:01:09,160,70
2026-04-22 08:01:10,169,70
2026-04-22 08:01:11,177,70
2026-04-22 08:01:12,181,71
2026-04-22 08:01:13,176,71
2026-04-22 08:01:14,171,70
2026-04-22 08:01:15,172,69
2026-04-22 08:01:16,175,69
2026-04-22 08:01:17,174,69
2026-04-22 08:01:18,172,69
2026-04-22 08:01:19,179,69
2026-04-22 08:01:20,178,70
2026-04-22 08:01:21,173,69
2026-04-22 08:01:22,180,70
2026-04-22 08:01:23,188,72
2026-04-22 08:01:24,185,72
2026-04-22 08:01:25,180,72
2026-04-22 08:01:26,178,72
2026-04-22 08:01:27,167,73
2026-04-22 08:01:28,159,73
2026-04-22 08:01:29,162,73
2026-04-22 08:01:30,157,72
2026-04-22 08:01:31,150,72
2026-04-22 08:01:32,147,72
2026-04-22 08:01:33,147,72
2026-04-22 08:01:34,147,72
2026-04-22 08:01:35,146,72
2026-04-22 08:01:36,150,71
2026-04-22 08:01:37,149,72
2026-04-22 08:01:38,144,72
2026-04-22 08:01:39,141,70
2026-04-22 08:01:40,148,71
2026-04-22 08:01:41,155,73
2026-04-22 08:01:42,145,74
2026-04-22 08:01:43,138,72
2026-04-22 08:01:44,142,71
2026-04-22 08:01:45,137,70
2026-04-22 08:01:46,136,70
2026-04-22 08:01:47,140,71
2026-04-22 08:01:48,141,70
2026-04-22 08:01:49,141,70
2026-04-22 08:01:50,141,70
2026-04-22 08:01:51,151,71
2026-04-22 08:01:52,154,72
2026-04-22 08:01:53,145,74
2026-04-22 08:01:54,142,73
2026-04-22 08:01:55,145,72
2026-04-22 08:01:56,144,72
2026-04-22 08:01:57,143,72
2026-04-22 08:01:58,145,71
2026-04-22 08:01:59,147,72
2026-04-22 08:02:00,151,72
2026-04-22 08:02:01,152,73
2026-04-22 08:02:02,150,72
2026-04-22 08:02:03,144,73
2026-04-22 08:02:04,142,72
2026-04-22 08:02:05,136,71
2026-04-22 08:02:06,143,69
2026-04-22 08:02:07,150,72
2026-04-22 08:02:08,145,72
2026-04-22 08:02:09,140,72
2026-04-22 08:02:10,148,72
2026-04-22 08:02:11,153,71
2026-04-22 08:02:12,149,71
2026-04-22 08:02:13,149,70
2026-04-22 08:02:14,151,71
2026-04-22 08:02:15,154,72
2026-04-22 08:02:16,154,74
2026-04-22 08:02:17,155,73
2026-04-22 08:02:18,133,72
2026-04-22 08:02:19,111,70
2026-04-22 08:02:20,105,65
